,Splate,Species,QG number,Fly-affected?,New York Notes,Cplate,CollectionDate,Latitude,Longitude,Altitude,SubstrateClass,SubstrateNotes,OnGround,ForestType,SubstrateTemp,AmbientTemp,Humidity,SampleNotes,PlateNotes,SplateDate,SplatePicker,SplateFounders,SplateMatingType,Sokehs Ridge Experiment,Don't touch - automated for pivot table
870,C-0397C,No plate,x,,,C-0397,2023-12-09 10:43:09 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR1E3,yes,Disturbed forest,23.1,23.1,NA,10,"Not caenorhabditis? Had picked some s plates but none of them ended up being caeno, so tossed everything",2023-12-10 13:21:50 UTC,sophia.tintori@nyu.edu,,,Yes,x
871,C-0397D,No plate,x,,,C-0397,2023-12-09 10:43:09 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR1E3,yes,Disturbed forest,23.1,23.1,NA,10,"Not caenorhabditis? Had picked some s plates but none of them ended up being caeno, so tossed everything",2023-12-10 13:21:53 UTC,sophia.tintori@nyu.edu,,,Yes,x
872,C-0397E,No plate,x,,,C-0397,2023-12-09 10:43:09 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR1E3,yes,Disturbed forest,23.1,23.1,NA,10,"Not caenorhabditis? Had picked some s plates but none of them ended up being caeno, so tossed everything",2023-12-10 13:21:56 UTC,sophia.tintori@nyu.edu,,,Yes,x
873,C-0397F,No plate,x,,,C-0397,2023-12-09 10:43:09 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR1E3,yes,Disturbed forest,23.1,23.1,NA,10,"Not caenorhabditis? Had picked some s plates but none of them ended up being caeno, so tossed everything",2023-12-10 13:21:59 UTC,sophia.tintori@nyu.edu,,,Yes,x
874,C-0397G,No plate,x,,,C-0397,2023-12-09 10:43:09 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR1E3,yes,Disturbed forest,23.1,23.1,NA,10,"Not caenorhabditis? Had picked some s plates but none of them ended up being caeno, so tossed everything",2023-12-10 13:22:03 UTC,sophia.tintori@nyu.edu,,,Yes,x
875,C-0397H,No plate,x,,,C-0397,2023-12-09 10:43:09 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR1E3,yes,Disturbed forest,23.1,23.1,NA,10,"Not caenorhabditis? Had picked some s plates but none of them ended up being caeno, so tossed everything",2023-12-10 13:22:07 UTC,sophia.tintori@nyu.edu,,,Yes,x
876,C-0404A,Csp384B,x,,Singleton - compatible with 0384B,C-0404,2023-12-08 02:28:01 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR1R2,yes,Rainforest,23.1,23.1,NA,1,"2 worms. No embryos laid. No males around. One is L4, the other looked weird. Tuc 12/10
 C-plate tossed, no more worms.
 Plate B is not Caeno, tossed.
 Plate A test crossed.",2023-12-10 07:31:27 UTC,tuc.nguyen@nyu.edu,1 L4 herm/female,,Yes,x
877,C-0404B,No plate,x,,,C-0404,2023-12-08 02:28:01 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR1R2,yes,Rainforest,23.1,23.1,NA,1,"2 worms. No embryos laid. No males around. One is L4, the other looked weird. Tuc 12/10
 C-plate tossed, no more worms.
 Plate B is not Caeno, tossed.
 Plate A test crossed.",2023-12-10 07:31:33 UTC,tuc.nguyen@nyu.edu,1 adult herm/female,,Yes,x
892,C-0410E,Dead,x,,,C-0410,2023-12-05 05:12:30 UTC,6.96394889,158.190809,253.735695,Rotting_flower,Banana flower peel,yes,Disturbed forest,27.3,NA,NA,,"1000s of worms, all ages, possible species heterogeneity but almost all long and skinnier than Caeno. Next day they all look too skinny.
 Singles 5 L4 h/f and left overnight. Were not paying embryos the next day so I added two males to each plate. Not sure if they were the correct males, so I only grabbed two plates of plugged Fs.",2023-12-06 22:43:22 UTC,sophia.tintori@nyu.edu,1 L4 herm/female + 1 L4 male,,,x
895,C-0412A,No plate,x,,,C-0412,2023-12-09 10:36:42 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR1C2,yes,Disturbed forest,23.1,23.1,NA,10-50,,2023-12-11 09:39:56 UTC,sophia.tintori@nyu.edu,1 adult herm/female + 1 L4 or adult male,,Yes,x
896,C-0412B,No plate,x,,,C-0412,2023-12-09 10:36:42 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR1C2,yes,Disturbed forest,23.1,23.1,NA,10-50,,2023-12-11 09:40:12 UTC,sophia.tintori@nyu.edu,1 adult herm/female + 1 L4 or adult male,,Yes,x
897,C-0412C,No plate,x,,,C-0412,2023-12-09 10:36:42 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR1C2,yes,Disturbed forest,23.1,23.1,NA,10-50,,2023-12-11 09:40:18 UTC,sophia.tintori@nyu.edu,1 L4 herm/female,,Yes,x
898,C-0412D,No plate,x,,,C-0412,2023-12-09 10:36:42 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR1C2,yes,Disturbed forest,23.1,23.1,NA,10-50,,2023-12-11 09:40:26 UTC,sophia.tintori@nyu.edu,1 L4 herm/female + 1 L4 male,,Yes,x
899,C-0412E,No plate,x,,,C-0412,2023-12-09 10:36:42 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR1C2,yes,Disturbed forest,23.1,23.1,NA,10-50,,2023-12-11 09:40:55 UTC,sophia.tintori@nyu.edu,1 L4 herm/female,,Yes,x
900,C-0412F,No plate,x,,,C-0412,2023-12-09 10:36:42 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR1C2,yes,Disturbed forest,23.1,23.1,NA,10-50,,2023-12-11 09:41:01 UTC,sophia.tintori@nyu.edu,1 L4 herm/female,,Yes,x
901,C-0412G,No plate,x,,,C-0412,2023-12-09 10:36:42 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR1C2,yes,Disturbed forest,23.1,23.1,NA,10-50,,2023-12-11 09:41:16 UTC,sophia.tintori@nyu.edu,1 L4 herm/female + 1 L4 male,,Yes,x
902,C-0412H,No plate,x,,,C-0412,2023-12-09 10:36:42 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR1C2,yes,Disturbed forest,23.1,23.1,NA,10-50,,2023-12-11 09:41:22 UTC,sophia.tintori@nyu.edu,1 L4 herm/female,,Yes,x
903,C-0412I,No plate,x,,,C-0412,2023-12-09 10:36:42 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR1C2,yes,Disturbed forest,23.1,23.1,NA,10-50,,2023-12-11 09:41:27 UTC,sophia.tintori@nyu.edu,1 L4 herm/female,,Yes,x
910,C-0417A,No plate,x,,,C-0417,2023-12-09 10:46:44 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR1C4,yes,Disturbed forest,23.1,23.1,NA,100-500,"D was a male picked on 12/12, C was a female picked 12/12. Combined them on plate C. A (also picked 12/12) got lost.",2023-12-10 14:56:42 UTC,sophia.tintori@nyu.edu,1 adult herm/female,,Yes,x
913,C-0417D,No plate,x,,,C-0417,2023-12-09 10:46:44 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR1C4,yes,Disturbed forest,23.1,23.1,NA,100-500,"D was a male picked on 12/12, C was a female picked 12/12. Combined them on plate C. A (also picked 12/12) got lost.",2023-12-10 14:56:54 UTC,sophia.tintori@nyu.edu,,,Yes,x
916,C-0417G,No plate,x,,,C-0417,2023-12-09 10:46:44 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR1C4,yes,Disturbed forest,23.1,23.1,NA,100-500,"D was a male picked on 12/12, C was a female picked 12/12. Combined them on plate C. A (also picked 12/12) got lost.",2023-12-10 14:57:04 UTC,sophia.tintori@nyu.edu,,,Yes,x
920,C-0418A,Not Caeno,x,,,C-0418,2023-12-05 04:36:38 UTC,6.96556056,158.191642,187.853554,Rotting_nut/pod/seed/fruit,Eugenia spp,yes,Disturbed forest,25.9,NA,NA,,"10-20 worms, some adults laying embryos, all longer and skinnier than Caeno. Next day one adult is laying and looks ok! Taking it. A couple more larvae are still ambiguous. Actually the A line still looks long to me. Two days later— can’t find the one I picked and the others on the big plate look bad. I want to say no caenos .
 MVR, 12/10: plate A has larval tracks but no sign of the adult or the larvae— some kind of rapture probably. Found a second adult and singled it, but it looks sterile. The C plate is slammed with
 phage.
 12/12, plates are not thriving. Fresh op50 chunk from yesterday not turning up anything. Plate B, all bacteria eaten by something; moved the adult to a cleanup plate and then a new plate, but probably sterile now.
 12/14, plate A now doing okay, maybe. B sterile. Chunk on the C-plate has lots of worms but none Caeno; tossed. B dead, tossed.",2023-12-06 23:09:06 UTC,sophia.tintori@nyu.edu,1 adult herm/female,,,x
921,C-0418B,No plate,x,,,C-0418,2023-12-05 04:36:38 UTC,6.96556056,158.191642,187.853554,Rotting_nut/pod/seed/fruit,Eugenia spp,yes,Disturbed forest,25.9,NA,NA,,"10-20 worms, some adults laying embryos, all longer and skinnier than Caeno. Next day one adult is laying and looks ok! Taking it. A couple more larvae are still ambiguous. Actually the A line still looks long to me. Two days later— can’t find the one I picked and the others on the big plate look bad. I want to say no caenos .
 MVR, 12/10: plate A has larval tracks but no sign of the adult or the larvae— some kind of rapture probably. Found a second adult and singled it, but it looks sterile. The C plate is slammed with
 phage.
 12/12, plates are not thriving. Fresh op50 chunk from yesterday not turning up anything. Plate B, all bacteria eaten by something; moved the adult to a cleanup plate and then a new plate, but probably sterile now.
 12/14, plate A now doing okay, maybe. B sterile. Chunk on the C-plate has lots of worms but none Caeno; tossed. B dead, tossed.",2023-12-10 10:27:36 UTC,mrockman@nyu.edu,1 adult herm/female,,,x
922,C-0419A,Not Caeno,x,,,C-0419,2023-12-05 03:48:47 UTC,6.96748105,158.191811,148.966647,Rotting_flower,Abilelmoschus moschatus,yes,Disturbed forest,29,28.3,86,"10ish worms, some males, could be caeno. They are ending up a little long but took one, maybe inopinata-ish? B did not make offspring, so adding some males.",,2023-12-06 23:34:42 UTC,sophia.tintori@nyu.edu,1 adult herm/female,,,x
928,C-0420B,No plate,x,,,C-0420,2023-12-08 02:30:45 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR1R4,yes,Rainforest,23.1,23.1,NA,10-50,Lost B,2023-12-11 10:02:20 UTC,sophia.tintori@nyu.edu,1 L4 herm/female + 1 L4 male,,Yes,x
929,C-0420C,Not Caeno,x,,,C-0420,2023-12-08 02:30:45 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR1R4,yes,Rainforest,23.1,23.1,NA,10-50,Lost B,2023-12-11 10:02:37 UTC,sophia.tintori@nyu.edu,1 L4 herm/female + 1 L4 male,,Yes,x
931,C-0420E,Not Caeno,x,,,C-0420,2023-12-08 02:30:45 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR1R4,yes,Rainforest,23.1,23.1,NA,10-50,Lost B,2023-12-11 10:02:47 UTC,sophia.tintori@nyu.edu,1 L4 herm/female + 1 L4 male,,Yes,x
938,C-0424D,No plate,x,,,C-0424,2023-12-09 10:48:03 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR1D4,yes,Disturbed forest,23.1,23.1,NA,100-500,Lost plates D and H,2023-12-10 14:43:24 UTC,sophia.tintori@nyu.edu,,,Yes,x
942,C-0424H,No plate,x,,,C-0424,2023-12-09 10:48:03 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR1D4,yes,Disturbed forest,23.1,23.1,NA,100-500,Lost plates D and H,2023-12-10 14:43:38 UTC,sophia.tintori@nyu.edu,,,Yes,x
951,C-0434A,Not Caeno,x,,,C-0434,2023-12-09 10:41:59 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR1C3,yes,Disturbed forest,23.1,23.1,NA,10-50,probably all oscheius but took a bunch just in case. Tossed a bunch of a plates that got lost or were wrong.,2023-12-10 14:12:00 UTC,sophia.tintori@nyu.edu,1 adult herm/female,,Yes,x
952,C-0434B,Not Caeno,x,,,C-0434,2023-12-09 10:41:59 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR1C3,yes,Disturbed forest,23.1,23.1,NA,10-50,probably all oscheius but took a bunch just in case. Tossed a bunch of a plates that got lost or were wrong.,2023-12-10 14:12:06 UTC,sophia.tintori@nyu.edu,,,Yes,x
953,C-0434C,No plate,x,,,C-0434,2023-12-09 10:41:59 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR1C3,yes,Disturbed forest,23.1,23.1,NA,10-50,probably all oscheius but took a bunch just in case. Tossed a bunch of a plates that got lost or were wrong.,2023-12-10 14:12:09 UTC,sophia.tintori@nyu.edu,,,Yes,x
954,C-0434D,No plate,x,,,C-0434,2023-12-09 10:41:59 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR1C3,yes,Disturbed forest,23.1,23.1,NA,10-50,probably all oscheius but took a bunch just in case. Tossed a bunch of a plates that got lost or were wrong.,2023-12-10 14:12:12 UTC,sophia.tintori@nyu.edu,,,Yes,x
955,C-0434E,Not Caeno,x,,,C-0434,2023-12-09 10:41:59 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR1C3,yes,Disturbed forest,23.1,23.1,NA,10-50,probably all oscheius but took a bunch just in case. Tossed a bunch of a plates that got lost or were wrong.,2023-12-10 14:12:16 UTC,sophia.tintori@nyu.edu,,,Yes,x
956,C-0434F,No plate,x,,,C-0434,2023-12-09 10:41:59 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR1C3,yes,Disturbed forest,23.1,23.1,NA,10-50,probably all oscheius but took a bunch just in case. Tossed a bunch of a plates that got lost or were wrong.,2023-12-10 14:12:19 UTC,sophia.tintori@nyu.edu,,,Yes,x
957,C-0434G,Not Caeno,x,,,C-0434,2023-12-09 10:41:59 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR1C3,yes,Disturbed forest,23.1,23.1,NA,10-50,probably all oscheius but took a bunch just in case. Tossed a bunch of a plates that got lost or were wrong.,2023-12-10 14:12:22 UTC,sophia.tintori@nyu.edu,,,Yes,x
958,C-0434H,Not Caeno,x,,,C-0434,2023-12-09 10:41:59 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR1C3,yes,Disturbed forest,23.1,23.1,NA,10-50,probably all oscheius but took a bunch just in case. Tossed a bunch of a plates that got lost or were wrong.,2023-12-10 14:12:26 UTC,sophia.tintori@nyu.edu,,,Yes,x
959,C-0434I,No plate,x,,,C-0434,2023-12-09 10:41:59 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR1C3,yes,Disturbed forest,23.1,23.1,NA,10-50,probably all oscheius but took a bunch just in case. Tossed a bunch of a plates that got lost or were wrong.,2023-12-10 14:12:30 UTC,sophia.tintori@nyu.edu,,,Yes,x
960,C-0434J,No plate,x,,,C-0434,2023-12-09 10:41:59 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR1C3,yes,Disturbed forest,23.1,23.1,NA,10-50,probably all oscheius but took a bunch just in case. Tossed a bunch of a plates that got lost or were wrong.,2023-12-10 14:12:35 UTC,sophia.tintori@nyu.edu,,,Yes,x
997,C-0469A,No plate,x,,,C-0469,2023-12-09 12:05:05 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR3D5,yes,Disturbed forest,24.1,24.1,NA,10-50,All lost or oscheius except I,2023-12-11 09:29:50 UTC,sophia.tintori@nyu.edu,1 adult herm/female,,Yes,x
998,C-0469B,No plate,x,,,C-0469,2023-12-09 12:05:05 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR3D5,yes,Disturbed forest,24.1,24.1,NA,10-50,All lost or oscheius except I,2023-12-11 09:30:02 UTC,sophia.tintori@nyu.edu,1 adult herm/female,,Yes,x
999,C-0469C,No plate,x,,,C-0469,2023-12-09 12:05:05 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR3D5,yes,Disturbed forest,24.1,24.1,NA,10-50,All lost or oscheius except I,2023-12-11 09:30:08 UTC,sophia.tintori@nyu.edu,1 adult herm/female,,Yes,x
1000,C-0469D,No plate,x,,,C-0469,2023-12-09 12:05:05 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR3D5,yes,Disturbed forest,24.1,24.1,NA,10-50,All lost or oscheius except I,2023-12-11 09:30:13 UTC,sophia.tintori@nyu.edu,1 L4 herm/female + 1 L4 male,,Yes,x
1001,C-0469E,No plate,x,,,C-0469,2023-12-09 12:05:05 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR3D5,yes,Disturbed forest,24.1,24.1,NA,10-50,All lost or oscheius except I,2023-12-11 09:30:19 UTC,sophia.tintori@nyu.edu,1 L4 herm/female + 1 L4 male,,Yes,x
1002,C-0469F,Dead,x,,,C-0469,2023-12-09 12:05:05 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR3D5,yes,Disturbed forest,24.1,24.1,NA,10-50,All lost or oscheius except I,2023-12-11 09:30:26 UTC,sophia.tintori@nyu.edu,1 L4 herm/female + 1 L4 male,,Yes,x
1003,C-0469G,No plate,x,,,C-0469,2023-12-09 12:05:05 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR3D5,yes,Disturbed forest,24.1,24.1,NA,10-50,All lost or oscheius except I,2023-12-11 09:30:31 UTC,sophia.tintori@nyu.edu,1 L4 herm/female + 1 L4 male,,Yes,x
1004,C-0469H,No plate,x,,,C-0469,2023-12-09 12:05:05 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR3D5,yes,Disturbed forest,24.1,24.1,NA,10-50,All lost or oscheius except I,2023-12-11 09:30:36 UTC,sophia.tintori@nyu.edu,1 L4 herm/female + 1 L4 male,,Yes,x
1005,C-0469I,Not Caeno,x,,,,,,,,,,,,,,,,,,,,,,x
1009,C-0470D,Dead,x,,,C-0470,2023-12-13 02:02:54 UTC,6.91715725,158.261545,545.218637,Rotting_nut/pod/seed/fruit,Nihn?,yes,Rainforest,23.1,NA,NA,,"Fewer than 20 worms, lot of males. A few females/hermaphrodites. All caenorhabditis it seems 12/14",2023-12-14 14:01:48 UTC,tuc.nguyen@nyu.edu,1 adult herm/female,,,x
1010,C-0470E,Dead,x,,,C-0470,2023-12-13 02:02:54 UTC,6.91715725,158.261545,545.218637,Rotting_nut/pod/seed/fruit,Nihn?,yes,Rainforest,23.1,NA,NA,,"Fewer than 20 worms, lot of males. A few females/hermaphrodites. All caenorhabditis it seems 12/14",2023-12-14 14:01:53 UTC,tuc.nguyen@nyu.edu,1 adult herm/female,,,x
1022,C-0474B,"Singleton, no species ID",x,0,"Plate said ""lone adult female"". When crossed with Csp384B made F1s but not F2s.",C-0474,2023-12-13 02:04:35 UTC,6.91711719,158.261591,544.175685,Rotting_nut/pod/seed/fruit,Nihn,yes,Rainforest,23.1,NA,NA,,Heterogeneous. Dauers. Could be Caenorhabditis. 12/14,2023-12-14 13:14:01 UTC,tuc.nguyen@nyu.edu,1 L4 herm/female,male/female,,x
1027,C-0475B,Dead,x,,,C-0475,2023-12-09 10:52:55 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR1C5,yes,Disturbed forest,23.1,23.1,NA,10-50,,2023-12-11 08:16:49 UTC,sophia.tintori@nyu.edu,1 adult herm/female,,Yes,x
1035,C-0475J,Dead,x,,,C-0475,2023-12-09 10:52:55 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR1C5,yes,Disturbed forest,23.1,23.1,NA,10-50,,2023-12-11 08:17:43 UTC,sophia.tintori@nyu.edu,1 L4 herm/female + 1 L4 male,,Yes,x
1060,C-0512A,Csp384B,x,,Singleton - compatible with 0018G,C-0512,2023-12-06 04:25:48 UTC,6.86846632,158.181269,441.738342,Rotting_nut/pod/seed/fruit,,yes,Rainforest,22.1,23.8,99.9,,"A dozen larvae, took one tho it’s quite small. 12/9: the worm is a Caeno female, unmated. The C plate now has only one worm, another unmated female. ☹️
 C-plate has no more C, tossed",2023-12-07 11:06:23 UTC,sophia.tintori@nyu.edu,1 L4 herm/female,,,x
1061,C-0514A,"Singleton, no species ID",x,,Singleton - NO cross when paired with 0018G or 0095C,C-0514,2023-12-06 01:22:37 UTC,6.86538957,158.172967,166.045898,Rotting_stem,Taro (sawa),yes,Agroforest,24.6,26,99.9,,"A couple dozen, I don’t think any caenos, just the long boys
 12/10: found two worms that look like adult C f/h, singled both. Possibly both female though.",2023-12-10 10:37:03 UTC,mrockman@nyu.edu,1 adult herm/female,,,x
1062,C-0514B,"Singleton, no species ID",x,,Singleton - NO cross when paired with 0384B,C-0514,2023-12-06 01:22:37 UTC,6.86538957,158.172967,166.045898,Rotting_stem,Taro (sawa),yes,Agroforest,24.6,26,99.9,,"A couple dozen, I don’t think any caenos, just the long boys
 12/10: found two worms that look like adult C f/h, singled both. Possibly both female though.",2023-12-10 10:37:12 UTC,mrockman@nyu.edu,1 adult herm/female,,,x
1083,C-0519F,No plate,x,,,C-0519,2023-12-07 04:03:36 UTC,6.90537896,158.179292,434.532204,Rotting_nut/pod/seed/fruit,Pwuhr,yes,Rainforest,25.5,NA,NA,,"Picked to S plates 12/9 but founder info not recorded. 12/10, A and E are unmated females, the others have lots of progeny (but may have been picked already mated). Males added to A and E 12:10. Plate F is 15 L4s, the check for herms. 12/11, all are females. Plate F discarded.",2023-12-10 12:33:25 UTC,mrockman@nyu.edu,Many worms,,,x
1090,C-0531B,Dead,x,,,C-0531,2023-12-11 22:22:29 UTC,6.91893074,158.270808,190.696487,Rotting_nut/pod/seed/fruit,Guava,yes,Agroforest,27,30,85.3,,"Fewer than 20 worms. No males. Several species.”i think these are caenorhabditis, but super fucked up” MVR. 12/13
 12/14, the three singled worms aren’t reproducing, added one male to each. Looks like maybe Angaria-group species. Picked a bunch of L4s (~14) to a single plate to make population plate, plate D. And a bunch of adults to another, plate E.
 12/15, all doing okay now.",2023-12-13 10:14:18 UTC,tuc.nguyen@nyu.edu,1 L4 herm/female,,,x
